group,names,scores,logfoldchanges,pvals,pvals_adj
0,RPL27,15.063724,0.61879414,2.805324239544827e-51,3.1025981146062707e-49
0,RPL37A,14.868549,0.67593324,5.274346942520502e-50,5.695464092104422e-48
0,RPS19,14.842575,0.5015085,7.771498746349525e-50,8.326432328706045e-48
0,RPL37,14.327573,0.6724059,1.4717515950633451e-46,1.4732555747955268e-44
0,GIMAP7,14.314894,1.4045593,1.766337755342093e-46,1.7427018688317599e-44
0,RPS7,14.267521,0.4673627,3.48755583487709e-46,3.4163100513931725e-44
0,RPL6,14.218168,0.40187183,7.06785053459868e-46,6.874361860389099e-44
0,RPL7A,14.1799,0.5269271,1.2201983133928423e-45,1.1701957811097511e-43
0,LCK,14.140089,1.8370533,2.1501263004100594e-45,2.0476966724877465e-43
0,CD27,14.096471,2.5305116,3.9923973185240575e-45,3.775981850085443e-43
0,CD7,13.940261,1.7524608,3.606219866363082e-44,3.387376660774199e-42
0,JUN,13.922052,1.1119139,4.653486727650478e-44,4.34135489680263e-42
0,EVL,13.674954,1.338349,1.4329778055150863e-42,1.3014475248234365e-40
0,RPL12,13.565756,0.42383286,6.391755565029927e-42,5.7668773565013435e-40
0,RPS4Y1,13.429168,0.76309186,4.0797146367810296e-41,3.633065359013964e-39
0,PIK3IP1,13.373848,2.3407357,8.597507443926662e-41,7.606852715226467e-39
0,CCR7,13.336917,3.0511892,1.4117776267212517e-40,1.241097331593285e-38
0,RPL28,13.143904,0.36946562,1.844585959481858e-39,1.611251710084981e-37
0,RPL34,13.111397,0.74583435,2.833322663975556e-39,2.4592523426430873e-37
0,ZFP36L2,12.856506,1.1228702,7.907073100982193e-38,6.652613528028822e-36
0,HSPA8,12.7506,1.0715503,3.093570745176454e-37,2.571226012081811e-35
0,TMEM123,12.521606,1.3946462,5.687198174871698e-36,4.6703135191730824e-34
0,LEF1,12.2848215,3.408184,1.0928569720715378e-34,8.816141479405335e-33
0,RPL15,12.23228,0.33066005,2.089891651222025e-34,1.6760686611028566e-32
0,PRDX2,11.981633,1.7853037,4.43501602601698e-33,3.4557846466361857e-31
0,AQP3,11.921324,3.2050848,9.164028756307499e-33,7.06042080696635e-31
0,TOMM7,11.762336,0.81503326,6.102235630588366e-32,4.649225524327159e-30
0,GIMAP5,11.761179,1.7872671,6.186467192941437e-32,4.687359728397727e-30
0,TRAT1,11.668902,2.8848548,1.837787064556372e-31,1.377235617668092e-29
0,RGCC,11.630146,2.142928,2.8960327768850524e-31,2.1584887772935656e-29
0,HNRNPA1,11.56868,0.5935259,5.938955063509186e-31,4.3788618140303753e-29
0,PRKCQ-AS1,11.520767,2.9927292,1.0368375361650846e-30,7.563398920727644e-29
0,CD3G,11.502251,2.1356525,1.2852048585034979e-30,9.325555253712682e-29
0,TCF7,11.456447,2.1145115,2.1828822026656917e-30,1.5591690899665257e-28
0,EIF4A2,11.393155,0.98684037,4.523116450883788e-30,3.2139906221461283e-28
0,C6orf48,11.362756,1.0986271,6.40902586179873e-30,4.530586632407617e-28
0,MAL,11.2293825,4.254661,2.9251480332412023e-29,2.0260343498924167e-27
0,RPL26,11.145619,0.34475744,7.521908783581079e-29,5.18369130944879e-27
0,MYL12A,10.894432,0.711218,1.2252846040238432e-27,8.157064592030575e-26
0,LEPROTL1,10.797784,1.7940323,3.526105073862366e-27,2.3248560087956e-25
0,SOD1,10.628637,1.06106,2.1929350166177044e-26,1.4253038302319999e-24
0,TRAF3IP3,10.614955,1.1078324,2.5391615602213456e-26,1.6348385745011988e-24
0,FLT3LG,10.437219,2.5499406,1.676511515048755e-25,1.0595243740727477e-23
0,RPL29,10.3078575,0.35501978,6.4932938360619595e-25,4.047683257625169e-23
0,ACAP1,10.204883,1.4706665,1.8854921823905896e-24,1.1700289497422873e-22
0,PEBP1,10.203134,1.234872,1.9197637131833016e-24,1.1859297100268375e-22
0,DDX5,10.136164,0.7335896,3.817983869346223e-24,2.3374924457238434e-22
0,IFITM1,10.071561,1.0786736,7.379764287200217e-24,4.458417948663602e-22
0,FYB,10.030669,1.2497497,1.1175666815839761e-23,6.692711559494606e-22
0,C12orf57,9.960922,1.4660566,2.259572831981531e-23,1.3472948616432485e-21
0,DNAJB1,9.8719635,1.512007,5.507570476623073e-23,3.2556388584658976e-21
0,LAT,9.850181,1.8312213,6.842095820662045e-23,4.0099359865196276e-21
0,SPOCK2,9.773798,1.906833,1.458782441656567e-22,8.441241521045636e-21
0,CD69,9.655676,1.2487501,4.650830618484327e-22,2.6575621292455858e-20
0,RHOH,9.591998,1.5965135,8.639546054751859e-22,4.855849778478155e-20
0,CXCR4,9.370953,0.91176856,7.188103841475418e-21,3.9909982219430724e-19
0,FOS,9.071544,0.5476556,1.1734236702225196e-19,6.261607865148496e-18
0,OCIAD2,8.988346,1.6084853,2.509780946434558e-19,1.3238129192078281e-17
0,NDFIP1,8.916516,1.2238803,4.811868752865274e-19,2.5091242614750708e-17
0,RPL8,8.790987,0.33833355,1.482520168954433e-18,7.502317932487488e-17
0,SNRPD2,8.627704,0.7861125,6.259608918168257e-18,3.076855795833673e-16
0,RGS10,8.597845,0.96094406,8.12269196312563e-18,3.978378485082318e-16
0,COMMD6,8.46442,0.7328822,2.5742999778670694e-17,1.2474893956349466e-15
0,ARHGAP15,8.357588,1.2703015,6.401361420817121e-17,3.0376564195531486e-15
0,GIMAP4,8.324643,0.9181635,8.458312805617514e-17,3.986161574441189e-15
0,GNB2L1,8.283803,0.32478806,1.193028104067874e-16,5.584023009961373e-15
0,LDLRAP1,8.149401,2.6900408,3.6573105005109254e-16,1.694471493378609e-14
0,CD40LG,8.070858,3.3623655,6.980560030318616e-16,3.2017190720999834e-14
0,GYPC,7.982543,1.1888564,1.4334881742174021e-15,6.466729217505741e-14
0,PABPC1,7.90238,0.48404315,2.7362733697161434e-15,1.2223209443741756e-13
0,PPA1,7.8674293,1.0885074,3.620022015055792e-15,1.6014510294991976e-13
0,SLC2A3,7.7694955,1.3435804,7.879932544429039e-15,3.409002994141951e-13
0,RARRES3,7.7447805,0.8193128,9.574704559216742e-15,4.129166613996805e-13
0,COX7C,7.733182,0.60331506,1.0489135119943749e-14,4.509341662536319e-13
0,BTG2,7.71127,0.9968879,1.2457171235708968e-14,5.322045056900711e-13
0,IL2RG,7.6828775,0.8528925,1.5555435573257634e-14,6.584174180606642e-13
0,FXYD5,7.648724,0.63469255,2.0298332707447806e-14,8.538997998464394e-13
0,SRSF5,7.631133,0.5621716,2.326995325443378e-14,9.759147979550607e-13
0,SELL,7.604566,0.7939589,2.858608622663171e-14,1.1915792903101131e-12
0,SUSD3,7.5251493,2.1442835,5.266012156511789e-14,2.162218284862356e-12
0,ITM2A,7.502543,2.3154044,6.259137226664845e-14,2.5546966644786214e-12
0,TSC22D3,6.9803915,0.548714,2.9435825993720994e-12,1.0851691335427143e-10
0,ST13,6.9083815,0.8086458,4.902145264106484e-12,1.7927472040521686e-10
0,NGFRAP1,6.883872,2.8742447,5.824713241523476e-12,2.1076548125132708e-10
0,SOCS3,6.85674,1.6037347,7.0449793609762265e-12,2.5358227547618887e-10
0,TTC39C,6.8167996,2.0232453,9.309085163804515e-12,3.3246040087608103e-10
0,TRABD2A,6.8125563,3.057516,9.587949300261205e-12,3.4064543187508333e-10
0,AAK1,6.7576485,1.7986913,1.4024926155358645e-11,4.957160755015166e-10
0,RPL41,6.7273784,0.6324186,1.7274699296038303e-11,6.074492978099212e-10
0,MZT2A,6.7196116,1.0726736,1.8220951198683813e-11,6.390847180019177e-10
0,HMGN1,6.6960025,0.6746864,2.141979398721841e-11,7.436735563056033e-10
0,RPL36AL,6.6647553,0.5022251,2.651067358787592e-11,9.180994383437635e-10
0,MYC,6.658506,1.7413063,2.7662535498219753e-11,9.555768559762864e-10
0,MZT2B,6.6492987,0.8268592,2.944926405553746e-11,1.014677344962072e-09
0,CALM1,6.6489387,0.56353223,2.952138403382432e-11,1.014677344962072e-09
0,EEF1D,6.6478586,0.25102746,2.9738782743869036e-11,1.01959416637355e-09
0,ITM2B,6.5750256,0.5185586,4.864488106329269e-11,1.651276977480188e-09
0,OXNAD1,6.510216,2.1311982,7.504276334335728e-11,2.522393275712749e-09
0,GSTK1,6.4784546,0.62821966,9.266690047412829e-11,3.092053219226753e-09
0,PSIP1,6.471768,1.3543375,9.686291151694859e-11,3.224218370251051e-09
0,PTPRCAP,6.336106,0.7955094,2.3564532527637223e-10,7.749736189065152e-09
0,BIN1,6.2645326,1.0210897,3.7394547867032036e-10,1.203823543306285e-08
0,SEPT1,6.213765,1.1013821,5.172977513760238e-10,1.6459910353528514e-08
0,SIT1,6.176783,1.6348009,6.542093667287744e-10,2.0672413030687584e-08
0,COX6C,6.1087074,0.6753461,1.0044122620560093e-09,3.130570400417298e-08
0,NBEAL1,6.086667,0.5240566,1.152852597473823e-09,3.568898537642441e-08
0,ANKRD12,6.051665,0.8746027,1.4335628874774176e-09,4.427901224969663e-08
0,CCDC109B,5.998995,0.8214182,1.985428321078086e-09,6.091311855763954e-08
0,CD6,5.96299,2.0571637,2.4766422976164023e-09,7.547704993224743e-08
0,MGAT4A,5.8886647,1.7757205,3.893284292956233e-09,1.173461555903336e-07
0,RPS9,5.8515024,0.24361706,4.871526572654651e-09,1.4555144971108034e-07
0,SH3YL1,5.8095307,2.2563539,6.264825532373595e-09,1.8516339946330063e-07
0,FHIT,5.795617,3.0225778,6.8070388258368286e-09,1.9989663909534533e-07
0,EIF3E,5.767353,0.72220355,8.052620793663374e-09,2.3546618670426336e-07
0,TNFAIP8,5.7618237,0.9367874,8.320985654996432e-09,2.4279573887791717e-07
0,NACA,5.746676,0.27544495,9.101494430521896e-09,2.650061456903976e-07
0,CMPK1,5.700229,0.7047266,1.1964639679726704e-08,3.468986650481438e-07
0,CUTA,5.68323,0.63879263,1.3217454173988418e-08,3.824138534642978e-07
0,RCAN3,5.622201,2.0391119,1.885396873558503e-08,5.409274628447974e-07
0,BTF3,5.620915,0.34668577,1.8994858240002742e-08,5.438319121156526e-07
0,LINC00176,5.5615582,4.851345,2.6737663966301757e-08,7.576039744501286e-07
0,NAP1L1,5.5373573,0.5603977,3.0706934405317796e-08,8.6827814110212e-07
0,BEX2,5.5366116,1.8542506,3.083792240483401e-08,8.701877939503982e-07
0,CD247,5.3945456,0.6571378,6.869713050139083e-08,1.9032574700930787e-06
1,CD74,28.924534,4.082223,5.868754763885556e-184,8.04841028319265e-180
1,CD79A,27.881653,7.7690473,4.45371628301878e-171,3.053913255265977e-167
1,HLA-DRA,27.565886,4.8873515,2.854879222417778e-167,1.3050604552079135e-163
1,CD79B,26.509,5.5236235,7.632643669039555e-155,2.6168518819302115e-151
1,HLA-DPB1,25.804564,4.0436954,7.880687409217377e-147,2.1615149426001423e-143
1,HLA-DQA1,25.219181,5.35247,2.4679542495253444e-140,5.640920762998429e-137
1,MS4A1,25.047924,6.3851285,1.8392073567218503e-138,3.603269955726208e-135
1,HLA-DQB1,24.257915,4.973306,5.455505955273036e-130,9.352101083826802e-127
1,HLA-DRB1,24.242239,3.8799102,7.983821922894799e-130,1.216557042784214e-126
1,CD37,24.153927,2.478751,6.789907964808628e-129,9.311679782938553e-126
1,HLA-DPA1,23.82861,3.7106628,1.6877578500541953e-125,2.1041737414221123e-122
1,HLA-DRB5,19.852158,3.290297,1.0556824928683517e-87,1.034116407656898e-84
1,TCL1A,18.27663,6.916587,1.270374468117273e-74,1.0888697159850175e-71
1,RPL18A,17.263235,0.7257739,8.898185725465324e-67,7.17821876700185e-64
1,HLA-DMA,16.677702,3.1323466,1.904051945397924e-62,1.3056084189593566e-59
1,LINC00926,16.591179,7.3341546,8.072095676850535e-62,5.2714628624918205e-59
1,RPS23,15.124089,0.7952495,1.1234381778971654e-51,5.706233767289528e-49
1,RPS11,14.940275,0.9043279,1.802291684565162e-50,8.23887605404221e-48
1,RPS5,14.798086,0.791438,1.507090989267094e-49,6.667176073164171e-47
1,VPREB3,14.538251,7.492162,6.934200992679586e-48,2.971738512925245e-45
1,HLA-DQA2,14.274192,4.220079,3.169422132037805e-46,1.3171350035989835e-43
1,HLA-DMB,13.777235,3.2116487,3.4939997567682317e-43,1.2950462882248521e-40
1,LTB,13.735457,1.826262,6.226167728146992e-43,2.246991163784417e-40
1,BANK1,13.632535,4.7819877,2.5651231994275177e-42,8.794524889237245e-40
1,HVCN1,13.337847,3.9677887,1.3942939024882859e-40,4.552701566362941e-38
1,RPL13A,12.547114,0.5121038,4.1226055752171884e-36,1.2029236778410323e-33
1,CXCR4,12.522725,1.6176028,5.607614738025314e-36,1.602142260776649e-33
1,LAPTM5,12.399789,1.097296,2.6201175962554587e-35,7.333120962254563e-33
1,RPS8,12.262737,0.5934352,1.4356707275890366e-34,3.9377576716312096e-32
1,RPL15,12.063704,0.44804412,1.642283817538081e-33,4.41613338700338e-31
1,ISG20,11.939436,1.6860191,7.372155677304894e-33,1.944264287664602e-30
1,RPL8,11.501303,0.5507071,1.2993903240108705e-30,3.299970167312051e-28
1,FCER2,11.239793,6.520801,2.5999156323764903e-29,6.48277145134749e-27
1,RPL18,10.662097,0.5092763,1.5310628980727685e-26,3.280780716276554e-24
1,RPL10A,10.18542,0.5183247,2.3036240863206697e-24,4.57853633620314e-22
1,SNX2,10.178685,2.271372,2.4687338351725727e-24,4.836602259365238e-22
1,LY86,10.175832,2.377533,2.5421829205414764e-24,4.910351629902226e-22
1,RPS27,10.119368,0.5542957,4.533362332659537e-24,8.634795976401788e-22
1,PTPRCAP,9.855613,1.253679,6.482025800373043e-23,1.169664497714683e-20
1,SNHG7,9.768442,1.8951776,1.5379814313296058e-22,2.739204850552495e-20
1,CD52,9.598288,0.7709351,8.128334766798741e-22,1.3270474165699755e-19
1,IRF8,9.522609,3.2560055,1.6888534162299329e-21,2.6886303419794606e-19
1,GNB2L1,9.443276,0.4964828,3.613002922434045e-21,5.630536599802328e-19
1,EAF2,9.321139,3.6236072,1.150971126494295e-20,1.7735301155890743e-18
1,RPSA,9.199155,0.684948,3.6077529456783894e-20,5.4974137663370485e-18
1,TSPAN13,9.171227,6.226008,4.6766425560629395e-20,7.047854507016171e-18
1,PDLIM1,8.865581,4.241343,7.61065013566555e-19,1.1103452761757166e-16
1,RPL12,8.851845,0.39966053,8.60843098151177e-19,1.2297502341713793e-16
1,FCRLA,8.774834,6.4875035,1.711562795883968e-18,2.3472372182752735e-16
1,LIMD2,8.557157,0.8731809,1.1568570010650424e-17,1.4827230759444852e-15
1,NCF1,8.435209,2.222667,3.3060985696787097e-17,4.159617961887507e-15
1,RPL29,8.405912,0.39745736,4.2454967375981166e-17,5.292976569038234e-15
1,HLA-DOB,8.376919,5.4561467,5.433136191952562e-17,6.652681226467628e-15
1,PPAPDC1B,8.297397,3.6164527,1.064177381783893e-16,1.291515806529585e-14
1,GNG7,8.202997,4.7437673,2.3446662498195363e-16,2.74826948290813e-14
1,CYB561A3,8.172862,3.164202,3.0115714102308413e-16,3.5000585016869284e-14
1,FAU,8.151708,0.38050508,3.58821871728891e-16,4.1351959234369845e-14
1,PKIG,8.089383,5.740183,5.996760475706059e-16,6.740948619986303e-14
1,BLK,8.083714,4.87835,6.28235841203213e-16,7.004574248992572e-14
1,RPS21,8.045246,0.608879,8.607196731289686e-16,9.519281933298933e-14
1,SMIM14,8.032995,2.9902089,9.512170110853194e-16,1.0435992072019256e-13
1,CD40,7.9764924,4.129395,1.505506712601969e-15,1.6130093012987034e-13
1,RPS18,7.923947,0.37661895,2.3008829092042727e-15,2.4460704044052243e-13
1,FAIM3,7.887914,1.8708198,3.072784035355179e-15,3.2415507892969946e-13
1,RPL23A,7.8454137,0.45461306,4.315281903203168e-15,4.517540154238797e-13
1,RPL9,7.769392,0.53210485,7.886367526343791e-15,8.011381056020648e-13
1,EEF2,7.7173414,0.5743141,1.1878133029444704e-14,1.1977699732779756e-12
1,CD72,7.6342044,5.2670727,2.272191216847968e-14,2.2580311846270314e-12
1,P2RX5,7.61967,4.490602,2.5432553660552095e-14,2.509223315833176e-12
1,RPL19,7.6171203,0.33022606,2.5939719221088216e-14,2.540980781414313e-12
1,RPS13,7.6061244,0.52999955,2.8243754055796022e-14,2.727710162825258e-12
1,RPL21,7.4793077,0.44045034,7.471530986900867e-14,7.06652247961093e-12
1,RPL7A,7.412075,0.3723977,1.243383629394223e-13,1.167928979007697e-11
1,MARCH1,7.377565,3.4518704,1.6121103303839588e-13,1.493816288573352e-11
1,PLEKHF2,7.349447,3.0182414,1.9902918192242485e-13,1.8318699334792848e-11
1,RPS19,7.2853723,0.36524355,3.2078331005866055e-13,2.8753087020552096e-11
1,RPL13,7.255009,0.34259742,4.0163440727501753e-13,3.5535575879803807e-11
1,EEF1B2,7.2327504,0.5394321,4.733079833146037e-13,4.134360307755717e-11
1,RPLP2,7.120012,0.36352372,1.0791782512843052e-12,9.249906586320601e-11
1,RPL37A,7.1166635,0.44976157,1.105709967541113e-12,9.418451239042748e-11
1,SNX3,7.0942526,0.96160245,1.300523026635653e-12,1.094194649526463e-10
1,QRSL1,7.0923505,3.5240216,1.318532785392472e-12,1.1025828426141683e-10
1,SPIB,7.0745816,5.305626,1.4990052435369963e-12,1.238395054811227e-10
1,RPS7,7.0440664,0.26072466,1.867093356143412e-12,1.4973870342778217e-10
1,MEF2C,7.002098,3.4255114,2.5215704541871426e-12,1.9874032878576134e-10
1,GLTSCR2,6.985357,0.59329116,2.8413295701198066e-12,2.2266282128356015e-10
1,RPL37,6.9721537,0.39538908,3.1212497952183816e-12,2.432092027933232e-10
1,RPL35,6.76045,0.3422912,1.3756395762920597e-11,1.0480845082927393e-09
1,IGLL5,6.700789,5.741841,2.0729692913445843e-11,1.562016530851628e-09
1,RPS10,6.6962233,0.33665067,2.1387481212815296e-11,1.6027755046587376e-09
1,RPL5,6.674117,0.4196159,2.4872528115146995e-11,1.853814405277858e-09
1,PNOC,6.623626,5.5126076,3.5049279673155073e-11,2.55673309275345e-09
1,PLAC8,6.614913,0.96007484,3.717707086378243e-11,2.68104932530201e-09
1,RPS3A,6.5983233,0.5097222,4.15833044467707e-11,2.9701741519948614e-09
1,KIAA0125,6.5789948,6.0165987,4.736396560492066e-11,3.365541058579699e-09
1,SWAP70,6.444644,3.9102619,1.158720085050289e-10,7.827924751911165e-09
1,BLNK,6.411313,4.9646373,1.4427139958117523e-10,9.69871555811881e-09
1,RPL11,6.348875,0.25923,2.1689511709083207e-10,1.436956345789213e-08
1,CD19,6.269543,5.5147395,3.6210902171111386e-10,2.3314380862658288e-08
1,POLD4,6.217797,1.0775938,5.041844222949718e-10,3.20110424414502e-08
1,FCRL1,6.2036805,4.316968,5.515771239179454e-10,3.485865749958849e-08
1,CD22,6.165327,3.9309893,7.033753545351333e-10,4.4248117486673475e-08
1,TPD52,6.0377874,2.7937665,1.56241768380444e-09,9.565623265934862e-08
1,RPL27,6.011838,0.35634798,1.834315641313672e-09,1.1180357646655865e-07
1,RPSAP58,5.8042054,0.6025528,6.467201725690864e-09,3.758101884157818e-07
1,SYPL1,5.746333,1.7878437,9.119967334192448e-09,5.211301334213135e-07
1,LAT2,5.6922655,2.4147444,1.253647639125696e-08,7.075112643197446e-07
1,HMGN1,5.675296,0.6911354,1.3844934886267723e-08,7.749772940011248e-07
1,STX7,5.6722517,2.0475106,1.4093269190343478e-08,7.85671112505571e-07
1,RPS2,5.571118,0.23630257,2.5311014172722252e-08,1.382929276353438e-06
1,FAM26F,5.568873,1.3371304,2.5639242905470915e-08,1.3953038778001115e-06
1,PNISR,5.535428,0.90424895,3.1046939218580767e-08,1.6697165664455552e-06
1,RPL26,5.3935437,0.24063568,6.908154170470658e-08,3.6298247622158856e-06
1,SNX29P2,5.3707905,4.5944457,7.839228378169248e-08,4.087725398411143e-06
1,TSC22D3,5.346325,0.4853323,8.975799803381291e-08,4.662656003923145e-06
1,RPL30,5.332475,0.35940492,9.68830206265966e-08,5.013787716502436e-06
1,CXXC5,5.320033,2.5171697,1.0374832676471818e-07,5.348889297937388e-06
1,EIF4A2,5.313641,0.55112344,1.074562348624198e-07,5.519306385405338e-06
1,ORAI2,5.195271,2.5649853,2.044219536139197e-07,1.0306774528901819e-05
1,RPS27A,5.1649837,0.5240099,2.404595209116499e-07,1.2035262298475792e-05
1,PTMA,5.160114,0.23354043,2.467998839296935e-07,1.2307685848042968e-05
1,ADAM28,5.106617,4.5878205,3.2797758970240175e-07,1.600670699351864e-05
1,SELL,5.0865273,0.7554366,3.646794874124744e-07,1.7672136008391072e-05
1,ARPC3,5.0820756,0.47663942,3.7333304254533786e-07,1.802777938544635e-05
1,ATP6V1G1,5.07614,0.5194371,3.8517987939715305e-07,1.8534585494921252e-05
1,BTG1,5.0360365,0.44032294,4.752704572058111e-07,2.2553145502147036e-05
1,CD69,5.0301766,0.9076355,4.900278239928203e-07,2.3093613670919376e-05
1,BIRC3,4.9566665,1.7292722,7.171297728136423e-07,3.322539764988611e-05
1,SEC62,4.8867326,1.2055452,1.02523250825748e-06,4.702354052924107e-05
1,GAPT,4.880226,2.8181262,1.059642760084165e-06,4.826777198109845e-05
1,RCSD1,4.8377256,1.2007545,1.3133333669083055e-06,5.8477447382404224e-05
1,ARHGAP24,4.823571,4.183535,1.4101030654802716e-06,6.223992191596e-05
1,RPL22L1,4.823381,1.279373,1.4114493011421583e-06,6.223992191596e-05
1,RPS16,4.7398257,0.24202116,2.13902108685043e-06,9.081899438101176e-05
1,PRKCB,4.6673427,1.6098877,3.051203175847111e-06,0.0001260367480529135
